accuracy,perf,choose_cluster_threshold_0,choose_cluster_decision_0,choose_cluster_decision_1,assign_points_and_accumulate_threshold_0,assign_points_and_accumulate_decision_0,assign_points_and_accumulate_decision_1,run_kmeans_iterations_threshold_0,run_kmeans_iterations_decision_0,run_kmeans_iterations_decision_1
0.996618283508747,570.822,0,0,0,0,1,2,0,1,0
0.6586797677702234,60.439,0,3,3,0,0,2,0,0,4
0.7359986536014731,146.419,0,3,2,0,0,0,0,2,4
0.7358153082000607,76.299,0,3,2,0,0,2,0,0,4
0.7359986536014731,145.213,0,3,2,0,0,0,0,3,4
0.9967793383933488,380.855,0,3,0,0,4,3,0,4,0
0.8858212042361538,210.498,0,1,1,0,4,2,0,1,3
0.9364663085580194,142.092,0,4,0,0,3,4,0,2,2
0.6619816668520511,101.239,0,1,4,0,1,2,0,2,2
0.7358153082000607,78.194,0,4,2,0,0,2,0,1,4
0.7340999515791605,97.435,0,3,2,0,0,2,0,1,3
0.8593780763235606,146.293,0,4,1,0,0,2,0,1,4
0.7358153082000607,74.278,0,4,2,0,0,2,0,2,4
0.7359986536014731,145.924,0,4,2,0,0,1,0,2,4
0.7358153082000607,74.025,0,3,2,0,0,2,0,2,4
0.7358153082000607,75.237,0,3,2,0,0,2,0,2,4
0.8593780763235606,157.535,0,4,1,0,0,2,0,2,4
0.7359986536014731,139.359,0,3,2,0,0,1,0,2,4
0.7358153082000607,78.917,0,2,2,0,0,2,0,1,4
0.7363664040714493,69.876,0,3,2,0,0,3,0,3,3
0.7358153082000607,72.763,0,3,2,0,0,2,0,1,4
0.8865334968252105,119.773,0,3,1,0,0,4,0,3,3
0.7092385571517512,61.709,0,3,3,0,0,3,0,3,3
0.7327995519984116,53.381,0,3,2,0,0,4,0,3,3
0.7298988149825425,91.276,0,3,2,0,0,3,0,3,2
0.7327995519984116,47.797,0,3,2,0,0,4,0,3,3
0.7298988149825425,95.031,0,3,2,0,0,3,0,3,2
0.7363664040714493,83.224,0,2,2,0,1,3,0,3,3
0.8585832114285518,102.124,0,3,1,0,1,3,0,4,4
0.7363664040714493,70.985,0,3,2,0,1,3,0,3,3
0.7092385571517512,52.275,0,3,3,0,0,3,0,2,3
0.7363664040714493,67.82,0,2,2,0,0,3,0,3,3
0.7363664040714493,93.582,0,3,2,0,0,3,0,4,3
0.7363664040714493,65.502,0,2,2,0,0,3,0,2,3
0.7363664040714493,69.259,0,3,2,0,0,3,0,3,3
0.859775905952142,80.777,0,2,1,0,0,4,0,3,4
0.7371833541498003,49.864,0,2,2,0,0,3,0,3,4
0.7358153082000607,74.036,0,2,2,0,0,2,0,3,4
0.7350826271117809,38.0,0,3,2,0,0,4,0,3,4
0.8865334968252105,261.398,0,2,1,0,0,4,0,3,3
0.7350826271117809,43.249,0,2,2,0,0,4,0,3,4
0.7350826271117809,38.538,0,2,2,0,0,4,0,3,4
0.7350826271117809,37.953,0,2,2,0,0,4,0,4,4
0.7350826271117809,35.844,0,4,2,0,0,4,0,3,4
0.7350826271117809,47.032,0,3,2,0,0,4,0,4,4
0.7350826271117809,40.794,0,4,2,0,0,4,0,2,4
0.859775905952142,74.377,0,4,1,0,0,4,0,3,4
0.7350826271117809,41.855,0,4,2,0,0,4,0,4,4
0.6587183484701622,35.444,0,4,3,0,0,4,0,3,4
0.7350826271117809,40.232,0,4,2,0,0,4,0,4,4
0.7350826271117809,35.713,0,4,2,0,0,4,0,4,4
0.7350826271117809,40.348,0,3,2,0,0,4,0,3,4
0.7350826271117809,40.066,0,4,2,0,0,4,0,4,4
0.6587183484701622,33.348,0,4,3,0,1,4,0,4,4
0.7350826271117809,49.471,0,4,2,0,1,4,0,4,4
0.7350826271117809,47.339,0,4,2,0,0,4,0,3,4
0.7371833541498003,49.413,0,4,2,0,0,3,0,4,4
0.7350826271117809,37.142,0,3,2,0,0,4,0,4,4
0.7350826271117809,45.204,0,4,2,0,0,4,0,3,4
0.7350826271117809,35.594,0,3,2,0,0,4,0,3,4
0.658504352781886,40.837,0,4,3,0,0,3,0,4,4
0.8591408325595031,274.015,0,0,1,0,2,1,0,3,4
0.9359117626116852,277.719,0,1,0,0,1,2,0,1,2
0.6623228506533905,67.258,0,1,4,0,4,3,0,3,2
0.6610535849946378,198.191,0,1,4,0,1,2,0,3,1
0.9359117626116852,267.601,0,1,0,0,0,2,0,1,2
0.8593780763235606,129.977,0,1,0,0,1,2,0,1,4
