accuracy,perf,self_box_accumulate_threshold_0,self_box_accumulate_decision_0,self_box_accumulate_decision_1,neighbor_box_accumulate_threshold_0,neighbor_box_accumulate_decision_0,neighbor_box_accumulate_decision_1
0.9664081023543899,2193.4146,0,4,4,0,0,0
0.970160760748179,2313.1241999999997,0,4,3,0,0,0
0.8930132814229939,2346.4162000000006,0,4,1,0,0,1
0.9664081023543899,2351.8623999999995,0,4,4,0,0,0
0.8095688716439009,1934.4178,0,4,1,0,0,2
1.0,2258.0054,0,3,1,0,0,0
1.0,2298.0782,0,2,1,0,0,0
0.8930132814229939,2208.6364000000003,0,3,1,0,0,1
0.9773495970695854,2229.8108,0,3,2,0,0,0
1.0,2361.935,0,3,1,0,1,0
1.0,2401.71,0,4,1,0,0,0
0.8930132814229939,2376.7147999999997,0,3,1,0,0,1
1.0,2426.315,0,3,1,0,1,0
0.9773495970695854,2398.6796000000004,0,3,2,0,0,0
0.9773495970695854,2221.4916000000003,0,3,2,0,0,0
1.0,2292.2502,0,2,1,0,0,0
1.0,2281.2372,0,2,1,0,0,0
0.8930132814229939,2205.4168,0,3,1,0,0,1
0.6802387933148619,1274.9738000000002,0,2,4,0,1,3
0.8095688716439009,1917.9142,0,4,1,0,1,2
0.6802387933148619,1303.2174,0,3,4,0,2,3
0.796166650195989,1901.5351999999998,0,1,2,0,0,2
1.0,2462.486,0,2,1,0,0,0
0.8930132814229939,2326.3604,0,3,1,0,0,1
1.0,2427.8352,0,3,1,0,1,0
1.0,2285.7288,0,3,1,0,1,0
0.6816321535873358,1228.0696000000003,0,3,3,0,0,3
0.8095688716439009,1901.1860000000001,0,3,1,0,0,2
1.0,2306.0208000000002,0,3,1,0,1,0
0.9773495970695854,2190.827,0,3,2,0,0,0
0.6802387933148619,1302.2894000000001,0,4,4,0,1,3
0.796166650195989,1916.8370000000002,0,2,2,0,1,2
0.8759288466014837,2109.0856,0,1,2,0,3,1
0.8675381162985026,2081.7678,0,2,4,0,1,1
1.0,2273.0486,0,2,1,0,0,0
0.9773495970695854,2260.3714,0,3,2,0,0,0
0.8930132814229939,2208.9356,0,3,1,0,0,1
1.0,2346.8496000000005,0,4,1,0,0,0
1.0,2330.8574,0,3,1,0,1,0
0.9664081023543899,2221.3834,0,3,4,0,0,0
0.9664081023543899,2314.1246,0,3,4,0,0,0
1.0,2513.7842,0,2,1,0,3,0
1.0,2497.9834,0,2,1,0,0,0
1.0,2444.3237999999997,0,2,1,0,0,0
0.8930132814229939,2171.4478,0,3,1,0,2,1
0.970160760748179,2208.2088000000003,0,4,3,0,2,0
0.9773495970695854,2230.5614,0,3,2,0,0,0
1.0,2296.0244000000002,0,3,1,0,3,0
1.0,2312.9802,0,2,1,0,0,0
0.8095688716439009,1931.4806,0,3,1,0,0,2
0.9773495970695854,2447.9204,0,3,2,0,0,0
1.0,2450.3024000000005,0,1,1,0,2,0
0.8704091133430347,2172.41,0,2,3,0,3,1
0.8675381162985026,2108.7102,0,3,4,0,3,1
0.8930132814229939,2202.4583999999995,0,3,1,0,0,1
1.0,2285.7276,0,4,1,0,0,0
0.8930132814229939,2230.4918,0,3,1,0,0,1
1.0,2367.8298,0,4,1,0,0,0
